name,domain,year founded,industry
hyatt hotels corporation,hyatt.com,1957,hospitality
"alcon, a novartis company",alcon.com,1945,pharmaceuticals
cis,,,information technology and services
allergan,allergan.com,1948,pharmaceuticals
bechtel corporation,bechtel.com,1898,construction
idol image consulting,idol-image.com,2010,management consulting
kpn,kpn.com,1989,telecommunications
pacific gas and electric company,pge.com,,utilities
prosegur,prosegur.com,1976,security and investigations
home depot,,,construction
me,excellent-solutions.be,,computer software
ingram micro,ingrammicro.com,1979,information technology and services
nxp semiconductors,nxp.com,2006,semiconductors
me stesso,mlc.com.au,,entertainment
emerson,,1890,mechanical or industrial engineering
fedex ground,,,package/freight delivery
dollar general,dollargeneral.com,1939,retail
cornell university,cornell.edu,,higher education
dhl supply chain,,1969,logistics and supply chain
arup,arup.com,1946,design
british army,mod.uk,,military
macquarie group,macquarie.com,1969,financial services
msd,msd.com,,pharmaceuticals
aurora health care,aurorahealthcare.org,,hospital & health care
panera bread,panerapeople.com,1981,restaurants
idea cellular ltd,ideacellular.com,1995,telecommunications
massachusetts institute of technology (mit),mit.edu,1861,higher education
danske bank,danskebank.com,1871,financial services
sutter health,sutterhealth.org,,hospital & health care
oasis tours india pvt. ltd.,,,"leisure, travel & tourism"
kpmg uk,,1987,accounting
miami-dade county public schools,dadeschools.net,1885,education management
citizens bank,citizensbank.com,1828,banking
bnp paribas fortis,bnpparibasfortis.com,,banking
health service executive,hse.ie,2005,hospital & health care
decathlon france,decathlon.fr,1976,sporting goods
mi casa,manfrey.cl,,marketing and advertising
university of maryland,umd.edu,1856,higher education
natura,natura.com.br,1969,cosmetics
"expedia, inc.",lifeatexpedia.com,1996,internet
hcl infosystems ltd,hclinfosystems.com,1976,information technology and services
"kbr, inc.",kbr.com,1919,construction
arbonne international llc,arbonne.com,1975,consumer goods
undp,undp.org,1974,international affairs
no company,markhorst.net,,civic & social organization
sitel,sitel.com,1985,outsourcing/offshoring
indian oil corporation limited,iocl.com,1959,oil & energy
infor,infor.com,2003,computer software
bank in nigeria,bmcconsulting.it,,banking
"university of california, san diego",ucsd.edu,1960,higher education
ucsf,ucsf.edu,1873,research
domino's pizza,dominos.com,1960,restaurants
va medical center,,,hospital & health care
state farm agent,,1922,insurance
engie,engie.com,2008,oil & energy
asml,asml.com,1984,semiconductors
gartner,gartner.com,1979,information technology and services
parexel,parexel.com,1982,pharmaceuticals
the university of british columbia,ubc.ca,1915,higher education
ambev,ambev.com.br,,food & beverages
micron technology,micron.com,1978,semiconductors
university college london,ucl.ac.uk,1826,research
ca technologies,ca.com,1976,computer software
the estée lauder companies inc.,elcompanies.jobs,1946,cosmetics
department of national defence,forces.gc.ca,,military
dbs bank,dbs.com,1968,banking
seagate technology,seagate.com,1979,computer hardware
ricoh americas corporation,ricoh-usa.com,1962,information technology and services
telefônica brasil,telefonica.com.br,1998,telecommunications
university of pittsburgh,pitt.edu,,higher education
md anderson cancer center,cancerpreventiontraining.org,1944,hospital & health care
mtn,mtn.com,1994,telecommunications
snc-lavalin,snclavalin.com,1911,construction
my own company,under-progress.com,,education management
sanmina,sanmina.com,1980,electrical/electronic manufacturing
department for work and pensions (dwp),dwp.gov.uk,1948,government administration
independiente,fertv.es,,entertainment
uc davis,ucdavis.edu,1908,higher education
mahindra & mahindra,mahindra.com,1945,automotive
kone,kone.com,1910,mechanical or industrial engineering
atento,atento.com,1999,telecommunications
rsm us llp,rsmus.com,1926,accounting
state of michigan,michigan.gov,1837,government administration
cemex,cemex.com,1906,building materials
verizon business,verizonenterprise.com,1988,information technology and services
pratt & whitney,utc.com,1925,aviation & aerospace
shire,shire.com,1986,biotechnology
monash university,monash.edu,,higher education
us air force reserve,afreserve.com,1948,military
intermountain healthcare,,1975,hospital & health care
the kraft heinz company,kraftheinzcompany.com,2015,food & beverages
canada post / postes canada,canadapost.ca,,package/freight delivery
enel,enel.com,1962,utilities
correios,correios.com.br,1969,government administration
cb&i,cbi.com,1889,oil & energy
usda,usda.gov,1862,government administration
"securitas security services usa, inc.",securitasinc.com,1850,security and investigations
suncor energy,suncor.com,1967,oil & energy
sinsilog's network and marketing,lagendaperang.blogspot.com,,marketing and advertising
luxottica,luxottica.com,1961,apparel & fashion
c&a,c-and-a.com,1841,apparel & fashion
national institutes of health,nih.gov,1887,research
kindred healthcare,kindredhealthcare.com,1985,hospital & health care
home instead senior care,homeinstead.com,1994,individual & family services
tyson foods,tysonfoods.com,1935,food production
clark county school district,ccsd.net,1956,education management
lendlease,lendlease.com,1958,construction
cnrs,cnrs.fr,1939,research
tieto,tieto.com,1968,information technology and services
british council,britishcouncil.org,1934,non-profit organization management
sage,sage.com,1981,computer software
petrofac,petrofac.com,1981,oil & energy
subito band,,,music
meb,mebapts.com,1998,real estate
concentrix,concentrix.com,1983,outsourcing/offshoring
capgemini consulting,capgemini-consulting.com,1990,management consulting
paychex,paychex.com,1971,human resources
nil,,,real estate
union pacific railroad,up.com,1862,transportation/trucking/railroad
gap inc.,gapinc.com,1969,retail
volkswagen ag,volkswagenag.com,1937,automotive
sysco,sysco.com,1970,food & beverages
grainger,grainger.com,1927,business supplies and equipment
university,tasu.edu.ng,,research
colliers international,colliers.com,1976,commercial real estate
flipkart,flipkart.com,2007,internet
indiana university bloomington,iub.edu,1820,higher education
government of canada,canada.ca,1867,government administration
urs corporation,urs.com,,civil engineering
carolinas healthcare system,carolinashealthcare.org,1943,hospital & health care
hsbc retail banking and wealth management,,1865,financial services
motorola solutions,motorolasolutions.com,1928,information technology and services
petsmart,petsmart.com,1987,retail
memorial sloan kettering cancer center,mskcc.org,1884,hospital & health care
zimmer biomet,zimmerbiomet.com,1927,medical devices
transport for london,tfl.gov.uk,2000,transportation/trucking/railroad
netapp,netapp.com,1992,information technology and services
aphp,aphp.fr,1849,hospital & health care
any company,estherkool.nl,,motion pictures and film
university of illinois at chicago,uic.edu,1965,higher education
avaya,avaya.com,2000,telecommunications
air canada,aircanada.com,1937,airlines/aviation
repsol,repsol.com,1986,oil & energy
uwv,uwv.nl,2002,government administration
sandvik,sandvik.com,1862,mining & metals
propia,depco.cl,,paper & forest products
odebrecht,odebrecht.com,1944,construction
beaumont health system,beaumont.org,,hospital & health care
sandoz,sandoz.com,1886,pharmaceuticals
c.h. robinson,chrobinson.com,1905,logistics and supply chain
yok,erpclub.org,2003,internet
sou autonomo,vpr.com.br,2010,graphic design
aia,aia.com,1919,insurance
chanel,chanel.com,1883,luxury goods & jewelry
comunidad de madrid,madrid.org,1983,government administration
not applicable,,,information technology and services
jti (japan tobacco international),jti.com,1999,tobacco
bnsf railway,bnsf.com,,transportation/trucking/railroad
university of north carolina at chapel hill,unc.edu,,higher education
us foods,usfoods.com,,food & beverages
u.s. department of justice,usdoj.gov,,law practice
cipla,cipla.com,1935,pharmaceuticals
old mutual,oldmutual.com,1845,financial services
houston isd,houstonisd.org,1879,education management
"the tjx companies, inc.",tjx.com,1956,retail
booking.com,workingatbooking.com,1996,internet
policia nacional de colombia,policianacional.gov.co,,financial services
northwestern university,northwestern.edu,1851,higher education
harris corporation,harris.com,1895,defense & space
utc aerospace systems,utcaerospacesystems.com,2012,aviation & aerospace
express scripts,express-scripts.com,1986,hospital & health care
crédit agricole,credit-agricole.com,,banking
infineon technologies,infineon.com,1999,semiconductors
mott macdonald,mottmac.com,1902,civil engineering
caci international inc,caci.com,1962,information technology and services
hertz,hertz.com,1918,"leisure, travel & tourism"
saudi telecom company,stc.com.sa,1998,telecommunications
city of toronto,toronto.ca,,government administration
adt,adt.com,1874,security and investigations
amadeus it group,amadeus.com,1987,information technology and services
merck group,merckgroup.com,,pharmaceuticals
"the ritz-carlton hotel company, l.l.c.",ritzcarlton.com,1983,hospitality
vestas,vestas.com,1898,renewables & environment
robert half,roberthalf.com,1948,staffing and recruiting
indusind bank,indusind.com,1994,banking
nyu langone medical center,nyulangone.org,1841,hospital & health care
forever living products (uk) ltd,foreverliving.com,1978,"health, wellness and fitness"
mercy,mercy.net,1986,hospital & health care
sogeti,sogeti.com,1967,information technology and services
carlson wagonlit travel,carlsonwagonlit.com,1994,"leisure, travel & tourism"
the university of arizona,arizona.edu,1890,higher education
university of south florida,usf.edu,1956,higher education
colorado state university,colostate.edu,1870,higher education
university of melbourne,unimelb.edu.au,,higher education
cox communications,cox.com,1984,broadcast media
young living essential oils,youngliving.com,1993,"health, wellness and fitness"
"royal caribbean cruises, ltd.",royalcaribbean.com,1968,"leisure, travel & tourism"
wipro bpo,,2000,outsourcing/offshoring
north carolina state university,ncsu.edu,1887,higher education
diebold nixdorf,diebold.com,1859,financial services
national bank of canada,nbc.ca,1859,banking
independent  contractor,visualintrusion.com,,design
bayer cropscience,,1863,chemicals
university of cincinnati,uc.edu,1819,higher education
department of education - philippines,deped.gov.ph,,education management
fda,fda.gov,1906,government administration
elektrohm,elektrohm.sfr,,electrical/electronic manufacturing
ust global,ust-global.com,1999,information technology and services
ge oil & gas,geoilandgas.com,,oil & energy
geodis,geodis.com,1904,logistics and supply chain
deloitte consulting,,,management consulting
studio legale,marcosasso.eu,,law practice
ntt data services,nttdata.com,1965,information technology and services
